cell	metric	cgi	historical_days_available	insufficient_history	activity_criteria	modulator_kpi	value_modulator_kpi	insufficient_rops	num_rops_available	timestamp	timespan	year	month	day
COR_TORNOS_150045801_010	pct_bcr	2,1407E+14	null	false	true	pct_bcr_volte >= 3	0.1338688085675983	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
COR_TORNOS_150045801_010	pct_bcr_volte	2,1407E+14	null	false	true	pct_bcr_volte > 1	0.1338688085675983	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
COR_TORNOS_150045801_010	pct_nsa_data_bcr	2,1407E+14	null	false	true	pct_nsa_data_bcr >= 5	0.3934961764050837	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
COR_TORNOS_150045801_010	pct_volte_dcr	2,1407E+14	null	false	true	pct_bcr_volte > 1	0.1338688085675983	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
COR_TORNOS_150045801_010	volte_traffic_er	2,1407E+14	null	false	true	volte_traffic_er <= 0.5	63.951.388.888.888.800	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
PM_PORT_POLLENCA_LLEN_070075001_031	avg_cell_dl_throughput	2,1407E+14	null	false	true	avg_cell_dl_throughput <= 3000	10.852.329.341.286.300	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
PM_PORT_POLLENCA_LLEN_070075001_031	avg_cell_ul_throughput	2,1407E+14	null	false	true	avg_cell_ul_throughput <= 800	15.746.597.540.665.300	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
PM_PORT_POLLENCA_LLEN_070075001_031	pct_bcr	2,1407E+14	null	false	true	lte_rrc_attempts >= 20000	7706	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
PM_PORT_POLLENCA_LLEN_070075001_031	pct_bcr_volte	2,1407E+14	null	false	true	lte_volte_calls >= 500	78	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
PM_PORT_POLLENCA_LLEN_070075001_031	pct_nsa_data_bcr	2,1407E+14	null	false	true	nr_add_attempts >= 4000	206	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
PM_PORT_POLLENCA_LLEN_070075001_031	pct_volte_dcr	2,1407E+14	null	false	true	lte_volte_calls >= 500	78	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
PM_PORT_POLLENCA_LLEN_070075001_031	volte_traffic_er	2,1407E+14	null	false	true	volte_traffic_er <= 0.5	19.783.333.333.333.300	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
TOUS_460030401_013	pct_bcr	2,1407E+14	null	false	true	pct_bcr_volte >= 3	0.6410256410256352	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
TOUS_460030401_013	pct_bcr_volte	2,1407E+14	null	false	true	lte_volte_calls >= 500	79	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
TOUS_460030401_013	pct_nsa_data_bcr	2,1407E+14	null	false	true	nr_add_attempts >= 4000	199	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
TOUS_460030401_013	pct_volte_dcr	2,1407E+14	null	false	true	lte_volte_calls >= 500	79	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
TOUS_460030401_013	volte_traffic_er	2,1407E+14	null	false	true	volte_traffic_er <= 0.5	10.880.555.555.555.500	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
